accession,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,desc_lower,desc_lower_2
XP_027242832.1,WD repeat-containing protein 1 isoform X2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,6.84185286688174,66362.93710000007,1.9801980198019802,12.0,-1.8987478503285926,-67.99341641663084,66.09466856630223,-0.0033756992625515094,-0.12088246768324572,0.1175067684206942,wd repeat-containing protein 1 isoform x2,wd repeat containing protein 1 isoform x2
NP_001233694.1,peroxiredoxin-1 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,9.049789503598163,22262.345599999997,2.512562814070352,5.0,2.6065143814684184,-23.995205179056267,26.601719560524685,0.009598271523177989,-0.08836033907980927,0.09795861060298724,peroxiredoxin-1,peroxiredoxin 1
XP_027278839.1,collagen alpha-1(V) chain isoform X5 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,4.277683187974964,182849.61729999923,0.7115489874110563,13.0,-59.44578309608961,-228.9071454225968,169.46136232650719,-0.053773941237843646,-0.20706665377727965,0.153292712539436,collagen alpha-1(v) chain isoform x5,collagen alpha 1(v) chain isoform x5
XP_027263120.1,phosphoglycerate mutase 1 isoform X2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,7.206178733029857,28817.60960000001,0.7874015748031495,2.0,0.6642727198504902,-36.984663737886606,37.64893645773709,0.0020594660379046627,-0.11466474027210552,0.11672420631001017,phosphoglycerate mutase 1 isoform x2,phosphoglycerate mutase 1 isoform x2
XP_027285420.1,heterogeneous nuclear ribonucleoproteins A2/B1 isoform X5 [Cricetulus griseus],True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,9.220812594613385,33163.84499999989,0.3205128205128205,1.0,5.656296185487687,-38.9925702729494,44.648866458437084,0.015968682197412157,-0.11008263045816859,0.1260513126555807,heterogeneous nuclear ribonucleoproteins a2/b1 isoform x5,heterogeneous nuclear ribonucleoproteins a2/b1 isoform x5
XP_027254565.1,"fatty acid-binding protein, adipocyte [Cricetulus griseus]",True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,8.42833994993517,14752.743999999988,1.5151515151515151,2.0,0.8261066960910212,-20.990720882532653,21.816827578623673,0.004002221534526135,-0.10169329886661928,0.10569552040114541,"fatty acid-binding protein, adipocyte",fatty acid binding protein adipocyte
XP_027268439.1,V-type proton ATPase catalytic subunit A [Cricetulus griseus],True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,5.017228123677821,68342.26440000028,1.1345218800648298,7.0,-10.806752326463881,-80.9754461179315,70.1686937914676,-0.018840068389379627,-0.1411694185853102,0.12232935019593057,v-type proton atpase catalytic subunit a,v type proton atpase catalytic subunit a
NP_001230979.1,L-lactate dehydrogenase A chain [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,7.587378229440726,36518.98080000003,1.5060240963855422,5.0,1.3987195355818391,-37.98633016588839,39.38504970147023,0.00370309676974068,-0.10056845061014291,0.1042715473798836,l-lactate dehydrogenase a chain,l lactate dehydrogenase a chain
NP_001233662.1,T-complex protein 1 subunit alpha [Cricetulus griseus],True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,5.653642910978689,60337.89620000016,1.618705035971223,9.0,-6.061491564201489,-75.96656557282816,69.90507400862666,-0.011482406444726931,-0.1439050063632519,0.13242259991852495,t-complex protein 1 subunit alpha,t complex protein 1 subunit alpha
XP_027261821.1,"alanine--tRNA ligase, cytoplasmic [Cricetulus griseus]",True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,5.02811143825487,106855.22940000064,1.4462809917355373,14.0,-18.694401493509485,-139.94982987352455,121.25542838001509,-0.024193269570597913,-0.18111539765876047,0.1569221280881626,"alanine--trna ligase, cytoplasmic",alanine  trna ligase cytoplasmic
XP_027262344.1,retinal dehydrogenase 1 isoform X1 [Cricetulus griseus],True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,8.223289472143193,54452.04980000002,2.208835341365462,11.0,2.9246376012098114,-55.980793379942746,58.905430981152556,0.005932568436515296,-0.11355591124163604,0.11948847967815136,retinal dehydrogenase 1 isoform x1,retinal dehydrogenase 1 isoform x1
XP_027252620.1,collagen alpha-2(V) chain isoform X2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,6.563597924371743,145084.79200000042,1.2016021361815754,18.0,-4.409992822964181,-142.92862401389428,138.5186311909301,-0.00465446899077223,-0.1508521385572825,0.14619766956651026,collagen alpha-2(v) chain isoform x2,collagen alpha 2(v) chain isoform x2
XP_027252908.1,isocitrate dehydrogenase [NADP] cytoplasmic [Cricetulus griseus],True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,7.04149092147146,46705.879300000066,1.4492753623188406,6.0,0.18241466463423117,-55.98518425730383,56.16759892193806,0.0004098820505356874,-0.12579757317765436,0.12620745522819005,isocitrate dehydrogenase [nadp] cytoplasmic,isocitrate dehydrogenase [nadp] cytoplasmic
XP_027274961.1,legumain [Cricetulus griseus],True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,6.586395008880332,49634.935600000055,1.82648401826484,8.0,-5.158090381602782,-52.995740477537716,47.837650095934926,-0.011129547109435584,-0.11434824646498398,0.10321869935554838,legumain,legumain
XP_027272021.1,plasminogen activator inhibitor 1 isoform X2 [Cricetulus griseus],True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,7.76911053799206,45194.70030000009,0.24875621890547264,1.0,2.7147911279718855,-41.98041433207398,44.69520546004586,0.006235313112909738,-0.09642031951302135,0.10265563262593108,plasminogen activator inhibitor 1 isoform x2,plasminogen activator inhibitor 1 isoform x2
XP_027246522.1,phosphoglucomutase-2 [Cricetulus griseus],True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,6.316534452456168,69062.29380000033,1.4516129032258065,9.0,-5.497577602936719,-76.97350346906903,71.47592586613231,-0.009517529295488889,-0.13325825066151645,0.12374072136602757,phosphoglucomutase-2,phosphoglucomutase 2
XP_027263071.1,"aspartate aminotransferase, cytoplasmic [Cricetulus griseus]",True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,7.261343264323946,46252.16770000003,0.9685230024213075,4.0,0.9254351230359324,-47.98404743513118,48.90948255816711,0.0020930106429219273,-0.10852313627640504,0.11061614691932696,"aspartate aminotransferase, cytoplasmic",aspartate aminotransferase cytoplasmic
XP_027242785.1,cytosol aminopeptidase [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,7.2629717440960135,56295.638700000076,1.348747591522158,7.0,0.9330962800581696,-61.97427049050165,62.907366770559825,0.0018512147860398785,-0.12295374908031936,0.12480496386635923,cytosol aminopeptidase,cytosol aminopeptidase
XP_027249297.1,semaphorin-3E [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,8.713574339779512,89588.17980000038,2.7027027027027026,21.0,10.953787689452485,-103.97167186475949,114.92545955421197,0.015943268616618426,-0.1513310591782727,0.16727432779489113,semaphorin-3e,semaphorin 3e
XP_027270272.1,semaphorin-3B [Cricetulus griseus],True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,9.767504974341835,83027.53050000049,2.67022696929239,20.0,15.871159650889346,-81.96623742367146,97.8373970745608,0.02430193002273183,-0.1255067562744268,0.14980868629715866,semaphorin-3b,semaphorin 3b
XP_027269956.1,putative phospholipase B-like 2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,6.194392494636227,65540.10060000015,1.1965811965811968,7.0,-3.3472050183194995,-53.995764503730676,50.64855948541117,-0.006000550536991778,-0.09679846675505181,0.09079791621806003,putative phospholipase b-like 2,putative phospholipase b like 2
XP_027247784.1,annexin A5 [Cricetulus griseus],True,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,4.372944578198831,36064.4781,0.3115264797507788,1.0,-12.380444659754662,-54.980769353749785,42.60032469399512,-0.0330519176171594,-0.14678146941809372,0.11372955180093429,annexin a5,annexin a5
XP_027269607.1,beta-glucuronidase isoform X4 [Cricetulus griseus],True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,True,True,False,6.794165305694393,75463.92800000019,1.2213740458015268,8.0,-2.627968113803999,-73.98842922608037,71.36046111227635,-0.004288519010802402,-0.1207399677525611,0.11645144874175865,beta-glucuronidase isoform x4,beta glucuronidase isoform x4
NP_001233687.1,UTP--glucose-1-phosphate uridylyltransferase [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,7.736989870790037,56923.49570000003,0.5905511811023622,3.0,2.7121453923657883,-61.97841454441369,64.69055993677948,0.005341117251839669,-0.12205613316182862,0.12739725041366828,utp--glucose-1-phosphate uridylyltransferase,utp  glucose 1 phosphate uridylyltransferase
XP_027246555.1,UDP-glucose 6-dehydrogenase isoform X3 [Cricetulus griseus],False,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,True,True,False,8.218464021425241,54902.43560000005,2.434077079107505,12.0,2.92694405218326,-62.97891087692111,65.90585492910438,0.005904732121143719,-0.12705182995630426,0.13295656207744797,udp-glucose 6-dehydrogenase isoform x3,udp glucose 6 dehydrogenase isoform x3
NP_001233634.1,trifunctional purine biosynthetic protein adenosine-3 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,6.963383642369407,107445.37960000063,2.178217821782178,22.0,-0.3856227653621128,-110.95087295510103,110.56525018973892,-0.0004972227843696089,-0.1430602830908339,0.1425630603064643,trifunctional purine biosynthetic protein adenosine-3,trifunctional purine biosynthetic protein adenosine 3
XP_027275977.1,obg-like ATPase 1 [Cricetulus griseus],True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,8.251216330648798,44743.003700000074,1.0101010101010102,4.0,3.1882549734481973,-56.97782210713439,60.16607708058259,0.007371962908601118,-0.13174554566204688,0.139117508570648,obg-like atpase 1,obg like atpase 1
XP_027265420.1,cathepsin L1 [Cricetulus griseus],True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,7.307110239803513,37247.795200000015,3.303303303303303,11.0,1.1789520481815075,-35.99155358174156,37.17050562992307,0.0030804153605138622,-0.09404024079941664,0.09712065615993051,cathepsin l1,cathepsin l1
XP_027264139.1,neutral alpha-glucosidase AB isoform X2 [Cricetulus griseus],True,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,5.905130747985534,106976.85650000059,0.9533898305084746,9.0,-18.039620866683958,-116.97092081269187,98.9312999460079,-0.023328189653438358,-0.15126259275743797,0.1279344031039996,neutral alpha-glucosidase ab isoform x2,neutral alpha glucosidase ab isoform x2
XP_027284060.1,triosephosphate isomerase isoform X2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,6.54048265789874,26676.244400000014,2.8112449799196786,7.0,-1.1230757018589121,-30.98566833563954,29.86259263378063,-0.0036658336970956085,-0.1011403834343533,0.0974745497372577,triosephosphate isomerase isoform x2,triosephosphate isomerase isoform x2
XP_027264454.1,dipeptidyl peptidase 3 [Cricetulus griseus],True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,4.634988316379044,82969.59740000045,0.9485094850948509,7.0,-22.74355852764382,-105.95944921652382,83.21589068888,-0.0348411606822573,-0.16232069363592444,0.12747953295366712,dipeptidyl peptidase 3,dipeptidyl peptidase 3
XP_027248157.1,T-complex protein 1 subunit beta [Cricetulus griseus],False,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,True,False,6.450603828999277,57489.65380000011,1.1214953271028036,6.0,-4.962324370048169,-73.96280309167737,69.00047872162921,-0.009708203542465195,-0.14469951849969612,0.13499131495723093,t-complex protein 1 subunit beta,t complex protein 1 subunit beta
XP_027242738.1,protocadherin-7 isoform X7 [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,4.501656741545129,116358.83390000054,0.9328358208955223,10.0,-28.484023675741085,-141.95730678344017,113.47328310769909,-0.03482693730611177,-0.17356881456681053,0.13874187726069878,protocadherin-7 isoform x7,protocadherin 7 isoform x7
XP_027255640.1,F-actin-capping protein subunit beta isoform X16 [Cricetulus griseus],True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,True,False,6.384080051141221,33810.923200000005,2.3255813953488373,7.0,-1.8654171651609746,-43.98928682034936,42.12386965518838,-0.005198979864824739,-0.12259960973783639,0.11740062987301161,f-actin-capping protein subunit beta isoform x16,f actin capping protein subunit beta isoform x16
XP_027248903.1,T-complex protein 1 subunit gamma [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,6.6479182237691266,60619.30580000015,1.834862385321101,10.0,-1.7949167823129493,-75.96307662692872,74.16815984461577,-0.0033896162420734557,-0.14345271093889336,0.1400630946968199,t-complex protein 1 subunit gamma,t complex protein 1 subunit gamma
XP_027282087.1,retinoid-inducible serine carboxypeptidase [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,5.060955398717251,51253.204000000034,1.3186813186813187,6.0,-8.079751735902756,-50.98805942534033,42.90830768943757,-0.017064655412330192,-0.10768816823548495,0.09062351282315473,retinoid-inducible serine carboxypeptidase,retinoid inducible serine carboxypeptidase
XP_027273039.1,peroxiredoxin-6 isoform X2 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,6.787018748500406,25004.578600000004,0.4464285714285714,1.0,-0.3884780002735384,-31.9896536140464,31.601175613772863,-0.0013239357896397304,-0.10902096717958946,0.10769703138994974,peroxiredoxin-6 isoform x2,peroxiredoxin 6 isoform x2
XP_027254057.1,"6-phosphogluconate dehydrogenase, decarboxylating [Cricetulus griseus]",True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,False,6.947700190050979,53286.59950000007,1.8633540372670807,9.0,-0.2867504357588727,-55.97987010789745,55.69311967213857,-0.0005901180995353931,-0.1152037815492262,0.11461366344969082,"6-phosphogluconate dehydrogenase, decarboxylating",6 phosphogluconate dehydrogenase decarboxylating
