accession_0,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,accession_1,accession_2,desc_lower,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS
XP_027276276.1,E3 ubiquitin-protein ligase UBR3 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.064512011914612,257279.1377000005,3.260869565217391,75.0,1.9708901166500308,-263.8894568766936,265.8603469933436,0.0014198404681488,-0.1901074681059387,0.1915273085740876,,,e3 ubiquitin-protein ligase ubr3 isoform x4,e3 ubiquitin protein ligase ubr3 isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027250921.1,ubiquitin-conjugating enzyme E2 D1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,7.543787586943953,16601.845999999983,2.7210884353741496,4.0,1.1270245314899228,-16.000305778335303,17.127330309825226,0.0050467210624723,-0.0716480235534653,0.0766947446159377,,,ubiquitin-conjugating enzyme e2 d1 isoform x2,ubiquitin conjugating enzyme e2 d1 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027248037.1,dynactin subunit 2 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,4.540456612087821,44195.4240000001,0.5,2.0,-15.06100382724639,-63.96875757003214,48.90775374278575,-0.0351114880252317,-0.1491293868039457,0.1140178987787139,,,dynactin subunit 2 isoform x4,dynactin subunit 2 isoform x4,,,actin,,actin,,,
XP_027281318.1,galectin-3-binding protein [Cricetulus griseus],False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,4.555981774871766,63801.49870000027,2.787456445993032,16.0,-17.027651776308662,-61.98672399282139,44.95907221651272,-0.0310776157487719,-0.1131336026294814,0.0820559868807094,,,galectin-3-binding protein,galectin 3 binding protein,galectin 3 binding protein,,galectin 3 binding protein,,galectin 3 binding protein,galectin,,
XP_027284937.1,ubiquitin-like modifier-activating enzyme ATG7 isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.146404163066274,77398.17520000039,2.865329512893983,20.0,-7.240048107079642,-77.9791098087011,70.73906170162144,-0.0116171917327246,-0.1251232390167466,0.1135060472840219,,,ubiquitin-like modifier-activating enzyme atg7 isoform x5,ubiquitin like modifier activating enzyme atg7 isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027251468.1,calcium/calmodulin-dependent protein kinase type II subunit delta isoform X10 [Cricetulus griseus],False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,7.367925558407582,56398.78360000005,2.2044088176352705,11.0,2.549113313596973,-63.97591826352912,66.5250315771261,0.005051141125624,-0.1267701165212178,0.1318212576468418,,,calcium/calmodulin-dependent protein kinase type ii subunit delta isoform x10,calcium/calmodulin dependent protein kinase type ii subunit delta isoform x10,calmodulin,,,,,,,
NP_001233698.1,matrix metalloproteinase-14 precursor [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,8.201532081738902,66067.36250000018,0.859106529209622,5.0,3.971632597879184,-67.98272409606714,71.95435669394632,0.0070820328972023,-0.1212236722870265,0.1283057051842288,,,matrix metalloproteinase-14 precursor,matrix metalloproteinase 14 precursor,,matrix metalloproteinase,,,,,,
XP_027249634.1,E3 ubiquitin-protein ligase TRIM33 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.738361318096561,120602.48610000042,3.423423423423423,38.0,-4.487690050528791,-126.93414483047492,122.44645477994614,-0.0053575413703653,-0.1515378568003116,0.1461803154299463,,,e3 ubiquitin-protein ligase trim33 isoform x3,e3 ubiquitin protein ligase trim33 isoform x3,,,,,,ubiquitin,,ubiquitin
XP_027278950.1,TBC1 domain family member 13 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.659493446202573,46514.00370000006,2.75,11.0,-9.855848995536618,-56.97966865122499,47.12381965568837,-0.0222067538367776,-0.1283840160306777,0.1061772621939,,,tbc1 domain family member 13 isoform x1,tbc1 domain family member 13 isoform x1,,,,,,tbc1 domain family member 13,,
XP_027288228.1,ubiquitin-like protein 4A isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,9.351724422925423,17908.4465,0.6369426751592357,1.0,2.875933005185833,-22.98892239082798,25.86485539601381,0.0122439160143,-0.0978723894141517,0.1101163054284517,,,ubiquitin-like protein 4a isoform x4,ubiquitin like protein 4a isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027270419.1,collagen alpha-1(VII) chain isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.767306154756689,284628.4971000039,0.5268703898840885,15.0,-4.146946448873263,-310.84233840151285,306.6953919526396,-0.0027929062655523,-0.2093476550092423,0.2065547487436899,,,collagen alpha-1(vii) chain isoform x3,collagen alpha 1(vii) chain isoform x3,,,,,,collagen alpha ,,
XP_027259446.1,protein disulfide-isomerase TMX3 isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.421103958344893,52123.75410000008,1.3043478260869563,6.0,-17.812289382362177,-70.98214106663343,53.16985168427124,-0.0371999883204245,-0.1482423040607099,0.1110423157402854,,,protein disulfide-isomerase tmx3 isoform x5,protein disulfide isomerase tmx3 isoform x5,protein disulfide isomerase,protein disulfide isomerase,,,,,,protein disulfide isomeras
XP_027243336.1,calcium/calmodulin-dependent protein kinase type II subunit gamma isoform X35 [Cricetulus griseus],False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,8.962655794249118,65279.38970000023,2.2108843537414966,13.0,8.59742688694119,-66.9748415871973,75.5722684741385,0.0154536576559879,-0.120385585950683,0.135839243606671,,,calcium/calmodulin-dependent protein kinase type ii subunit gamma isoform x35,calcium/calmodulin dependent protein kinase type ii subunit gamma isoform x35,calmodulin,,,,,,,
XP_027251565.1,ubiquitin-conjugating enzyme E2 D3 [Cricetulus griseus],True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,8.407883235627652,16686.975299999984,2.7210884353741496,4.0,1.6037265439225727,-16.000305778335303,17.604032322257876,0.0071569077870851,-0.0714041389753537,0.0785610467624389,,,ubiquitin-conjugating enzyme e2 d3,ubiquitin conjugating enzyme e2 d3,,,,,,ubiquitin,,ubiquitin
XP_027288513.1,peroxiredoxin-4 isoform X5 [Cricetulus griseus],True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,6.907255780187102,31135.20890000001,1.45985401459854,4.0,-0.3398055169543719,-35.9895028953692,35.64969737841482,-0.0010005591223506,-0.1059712795530143,0.1049707204306636,,,peroxiredoxin-4 isoform x5,peroxiredoxin 4 isoform x5,,peroxiredoxin,,,,,,
XP_027272626.1,vimentin-type intermediate filament-associated coiled-coil protein isoform X2 [Cricetulus griseus],False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.564111182449646,18341.60059999997,0.0,0.0,-3.1185421103306066,-22.985680268377607,19.867138158047,-0.0130669323967951,-0.0963117763156953,0.0832448439189002,,,vimentin-type intermediate filament-associated coiled-coil protein isoform x2,vimentin type intermediate filament associated coiled coil protein isoform x2,vimentin,,vimentin,,,,,
XP_027279237.1,matrix metalloproteinase-9 [Cricetulus griseus],False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,5.675369414918781,78892.8044000004,2.535211267605634,18.0,-10.248312473951463,-81.99032785918381,71.74201538523235,-0.0162358220302646,-0.1298926408331388,0.1136568188028742,,,matrix metalloproteinase-9,matrix metalloproteinase 9,,matrix metalloproteinase,,,matrix metalloproteinase 9,,,
XP_027276680.1,"LOW QUALITY PROTEIN: attractin isoform X2, partial [Cricetulus griseus]",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.878828204296241,162622.68050000025,6.10583446404342,90.0,11.13955341861256,-132.97245398668997,144.1120074053025,0.010895835968197,-0.1300632074268604,0.1409590433950575,,,"low quality protein: attractin isoform x2, partial",low quality protein: attractin isoform x2 partial,,,actin,,actin,,,
XP_027250508.1,ubiquitin-60S ribosomal protein L40 isoform X1 [Cricetulus griseus],True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,10.773314067427371,26776.913800000024,2.5974025974025974,6.0,19.65792948199764,-25.98993908203581,45.647868564033445,0.0640045642727248,-0.0846210547221538,0.1486256189948787,,,ubiquitin-60s ribosomal protein l40 isoform x1,ubiquitin 60s ribosomal protein l40 isoform x1,,,,,,ubiquitin,,ubiquitin
XP_027249183.1,protein S100-A4 [Cricetulus griseus],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.725353931191448,11848.48709999999,3.96039603960396,4.0,-2.911187540055556,-19.99045003289063,17.079262492835078,-0.0163233178236568,-0.112088439798206,0.0957651219745492,,,protein s100-a4,protein s100 a4,,protein s100,,,,,,
XP_027286328.1,alpha-actinin-4 isoform X3 [Cricetulus griseus],False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.845248921825789,104811.73450000065,0.9879253567508232,9.0,-34.00853010820219,-150.9327347944846,116.92420468628242,-0.044582194518749,-0.1978595523077781,0.1532773577890291,,,alpha-actinin-4 isoform x3,alpha actinin 4 isoform x3,,,actin,,actin,,,
XP_027260530.1,ubiquitin-protein ligase E3A isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4.473111278914736,100102.56230000056,1.6968325791855203,15.0,-33.47776805256961,-140.94814747615777,107.47037942358818,-0.0452522196201949,-0.190520960496384,0.1452687408761891,,,ubiquitin-protein ligase e3a isoform x5,ubiquitin protein ligase e3a isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027277722.1,ubiquitin carboxyl-terminal hydrolase 8 [Cricetulus griseus],False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.279465974136398,121999.43010000073,1.3953488372093024,15.0,17.407374191154936,-156.93378088310402,174.34115507425898,0.020622512870947,-0.185919420161179,0.2065419330321261,,,ubiquitin carboxyl-terminal hydrolase 8,ubiquitin carboxyl terminal hydrolase 8,,,,,,ubiquitin,,ubiquitin
XP_027267631.1,sialate O-acetylesterase isoform X2 [Cricetulus griseus],True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,9.363922403788214,61416.56810000016,2.5454545454545454,14.0,8.69903906943021,-45.99532547073791,54.69436454016812,0.0162852502912451,-0.0861066816161927,0.1023919319074379,,,sialate o-acetylesterase isoform x2,sialate o acetylesterase isoform x2,sialate o acetylesterase,sialate o acetylesterase,,,,,,
XP_027285466.1,peptidyl-prolyl cis-trans isomerase FKBP14 isoform X1 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,6.148229210509415,24283.557500000017,0.9478672985781992,2.0,-5.2869537617053455,-35.98279316760305,30.6958394058977,-0.0183728907003031,-0.1250451499592346,0.1066722592589315,,,peptidyl-prolyl cis-trans isomerase fkbp14 isoform x1,peptidyl prolyl cis trans isomerase fkbp14 isoform x1,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027287543.1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform X2 [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,10.382179728714542,13812.799899999987,0.7633587786259541,1.0,9.60752511344522,-13.994224446779464,23.60174956022469,0.0486336913560362,-0.0708393456665878,0.1194730370226241,,,peptidyl-prolyl cis-trans isomerase nima-interacting 4 isoform x2,peptidyl prolyl cis trans isomerase nima interacting 4 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027264538.1,glutathione S-transferase P 2 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.632683116420152,25531.30150000001,0.9009009009009008,2.0,6.39330245915343,-25.994780925127724,32.38808338428115,0.021487710007689,-0.0873677286193206,0.1088554386270097,,,glutathione s-transferase p 2 isoform x2,glutathione s transferase p 2 isoform x2,,glutathione s transferase,,glutathione s transferase p,,glutathione s transferase p,,
XP_027252751.1,peptidyl-prolyl cis-trans isomerase-like 3 isoform X2 [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,6.8142845568216375,18113.28750000001,2.484472049689441,4.0,-0.6068313691986192,-19.9955386994316,19.388707330232982,-0.0025639921358365,-0.0844854214521946,0.0819214293163581,,,peptidyl-prolyl cis-trans isomerase-like 3 isoform x2,peptidyl prolyl cis trans isomerase like 3 isoform x2,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027248084.1,ubiquitin carboxyl-terminal hydrolase 15 isoform X7 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.661787794027084,107114.5908000007,2.355460385438972,22.0,-28.18191384994573,-141.96095719045408,113.77904334050837,-0.0364125907899612,-0.1834214052973964,0.1470088145074352,,,ubiquitin carboxyl-terminal hydrolase 15 isoform x7,ubiquitin carboxyl terminal hydrolase 15 isoform x7,,,,,,ubiquitin,,ubiquitin
XP_027269009.1,ubiquitin-conjugating enzyme E2 L3 isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.392123345698264,17861.36659999999,1.948051948051948,3.0,3.3494764476075405,-23.990095171931657,27.3395716195392,0.0142850136042298,-0.1023141500644362,0.116599163668666,,,ubiquitin-conjugating enzyme e2 l3 isoform x1,ubiquitin conjugating enzyme e2 l3 isoform x1,,,,,,ubiquitin,,ubiquitin
XP_027287770.1,ubiquitin-conjugating enzyme E2 A isoform X2 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.5284382769179885,17315.218399999983,1.3157894736842104,2.0,-3.911350785718247,-20.992095120308782,17.080744334590534,-0.0170302740778402,-0.0914009386916451,0.0743706646138048,,,ubiquitin-conjugating enzyme e2 a isoform x2,ubiquitin conjugating enzyme e2 a isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027274751.1,immunoglobulin superfamily member 8 isoform X3 [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8.690495673118999,64315.15850000015,1.9834710743801651,12.0,5.762583738703227,-58.98221835571412,64.74480209441735,0.0104613694419183,-0.1070760625270981,0.1175374319690165,,,immunoglobulin superfamily member 8 isoform x3,immunoglobulin superfamily member 8 isoform x3,,,,,immunoglobulin superfamily member 8,,,
XP_027277207.1,E3 ubiquitin-protein ligase Itchy homolog [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6.458752903154008,99272.73780000066,1.3856812933025404,12.0,-4.961883646816276,-108.95954263568636,103.99765898887009,-0.0067443499397137,-0.1481012730473321,0.1413569231076184,,,e3 ubiquitin-protein ligase itchy homolog,e3 ubiquitin protein ligase itchy homolog,,,,,,ubiquitin,,ubiquitin
XP_027275888.1,ubiquitin-conjugating enzyme E2 E3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.287836744252767,22912.339800000027,2.415458937198068,5.0,0.3480520725435755,-26.992507441499257,27.340559514042837,0.0012573169859802,-0.0975087947397495,0.0987661117257298,,,ubiquitin-conjugating enzyme e2 e3,ubiquitin conjugating enzyme e2 e3,,,,,,ubiquitin,,ubiquitin
XP_027248601.1,glutathione S-transferase A6 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.311486567319507,19823.049699999992,0.0,0.0,3.607044589891964,-21.99443799690681,25.601482586798777,0.0143510843610047,-0.0875076609951063,0.101858745356111,,,glutathione s-transferase a6 isoform x2,glutathione s transferase a6 isoform x2,,glutathione s transferase,,,,glutathione s transferase,,
XP_027254636.1,endoribonuclease LACTB2 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.708008858254972,31671.95100000001,2.536231884057971,7.0,-8.024258162204788,-40.98221550938798,32.95795734718318,-0.023359768490099,-0.1193051179509419,0.0959453494608428,,,endoribonuclease lactb2 isoform x3,endoribonuclease lactb2 isoform x3,,,,,,actb,,
XP_027285195.1,dynactin subunit 1 isoform X6 [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,5.031333819728732,138766.66280000075,0.9554140127388536,12.0,-29.536589885215005,-199.88173653708853,170.3451466518735,-0.0321132142197197,-0.2173184192545584,0.1852052050348386,,,dynactin subunit 1 isoform x6,dynactin subunit 1 isoform x6,,,actin,,actin,,,
XP_027286251.1,phospholipase D3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.486026002718649,54443.55550000011,1.639344262295082,8.0,-3.767048339158962,-48.98776454950535,45.22071621034638,-0.007642176428565,-0.0993810288115148,0.0917388523829497,,,phospholipase d3,phospholipase d3,phospholipase d3,,,,,lipase,,
NP_001231068.1,C-X-C motif chemokine 3 precursor [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10.343533049188462,11036.032799999986,3.96039603960396,4.0,4.347592046759856,-9.994579307738444,14.3421713544983,0.0255595762914387,-0.0587583217490154,0.0843178980404542,,,c-x-c motif chemokine 3 precursor,c x c motif chemokine 3 precursor,c x c motif chemokine 3,c x c motif chemokine 3,,,,c x c motif chemokine,,
XP_027254434.1,ubiquitin-like protein ISG15 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9.75933341749089,18701.448799999987,1.829268292682927,3.0,3.611799314916025,-16.992449981267757,20.60424929618378,0.0149389576387946,-0.0702833873967326,0.0852223450355272,,,ubiquitin-like protein isg15,ubiquitin like protein isg15,,,,,,ubiquitin,,ubiquitin
XP_027288991.1,renin receptor isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.548881371853383,39132.32540000003,0.0,0.0,-10.34013485702386,-41.99036618229051,31.650231325266645,-0.0261426305224367,-0.1061628928233727,0.0800202623009359,,,renin receptor isoform x5,renin receptor isoform x5,,,renin receptor,,,,,
XP_027254911.1,peptidyl-prolyl cis-trans isomerase H isoform X1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.35612958040249,19207.9224,2.824858757062147,5.0,2.609595807964575,-17.993418620089663,20.60301442805424,0.0106031076480246,-0.0731094654591705,0.0837125731071952,,,peptidyl-prolyl cis-trans isomerase h isoform x1,peptidyl prolyl cis trans isomerase h isoform x1,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027262933.1,alpha-centractin isoform X1 [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6.642405777063351,42613.21370000005,0.5319148936170213,2.0,-1.810269706998816,-52.98162323282551,51.171353525826696,-0.0043240822365847,-0.1265540129190468,0.122229930682462,,,alpha-centractin isoform x1,alpha centractin isoform x1,,,actin,,actin,,,
XP_027281283.1,E3 ubiquitin-protein ligase RNF213 isoform X8 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.260851896906003,480010.07550000434,2.637155639274782,112.0,-49.59161216999501,-552.7718291921758,503.1802170221807,-0.0235733612136826,-0.2627599593581953,0.2391865981445125,,,e3 ubiquitin-protein ligase rnf213 isoform x8,e3 ubiquitin protein ligase rnf213 isoform x8,,,,,,ubiquitin,,ubiquitin
XP_027248083.1,ubiquitin carboxyl-terminal hydrolase 15 isoform X6 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.398070447762507,109223.40730000076,2.3109243697478994,22.0,-39.915737517742485,-153.95667182571043,114.04093430796794,-0.0509073547292152,-0.1963517998903829,0.1454444451611677,,,ubiquitin carboxyl-terminal hydrolase 15 isoform x6,ubiquitin carboxyl terminal hydrolase 15 isoform x6,,,,,,ubiquitin,,ubiquitin
XP_027282357.1,galectin-9 isoform X4 [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,9.551839685439123,34718.443500000045,1.6129032258064515,5.0,7.750599644852077,-19.995066393117128,27.745666037969208,0.0212230921247204,-0.0547515231783237,0.0759746153030441,,,galectin-9 isoform x4,galectin 9 isoform x4,,,,,,galectin,,
XP_027287169.1,V-type proton ATPase subunit C 1 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7.566989971515058,43916.00980000004,0.7853403141361256,3.0,1.3968238407343714,-52.98511217872494,54.38193601945931,0.0032701919331305,-0.1240467705160202,0.1273169624491508,,,v-type proton atpase subunit c 1,v type proton atpase subunit c 1,v type proton atpase subunit c 1,,,,,,,
XP_027266544.1,ubiquitin carboxyl-terminal hydrolase 10 isoform X5 [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.778558144851272,87462.53350000034,1.385390428211587,11.0,-20.96314398281124,-104.96199086418498,83.99884688137374,-0.0310042979143315,-0.1552378229669598,0.1242335250526282,,,ubiquitin carboxyl-terminal hydrolase 10 isoform x5,ubiquitin carboxyl terminal hydrolase 10 isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027243821.1,activator of 90 kDa heat shock protein ATPase homolog 2 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.403309722372268,37393.40470000001,1.812688821752266,6.0,-1.848357473733606,-48.96970739316289,47.121349919429285,-0.0048169205250524,-0.127617731959319,0.1228008114342665,,,activator of 90 kda heat shock protein atpase homolog 2 isoform x4,activator of 90 kda heat shock protein atpase homolog 2 isoform x4,,,heat shock protein,,,,,
XP_027243859.1,galectin-related protein isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.6386248087596265,18955.474399999992,2.3255813953488373,4.0,-5.86437413211742,-23.992435362920368,18.12806123080295,-0.0240387612215274,-0.0983478222600933,0.0743090610385659,,,galectin-related protein isoform x2,galectin related protein isoform x2,,,,,,galectin,,
XP_027270393.1,E3 ubiquitin-protein ligase ARIH2 isoform X5 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.228210229469036,49606.21980000007,6.413301662707839,27.0,9.53773220079137,-49.990086085519735,59.5278182863111,0.0205873866758436,-0.1079046056793156,0.1284919923551592,,,e3 ubiquitin-protein ligase arih2 isoform x5,e3 ubiquitin protein ligase arih2 isoform x5,,,,,,ubiquitin,,ubiquitin
XP_027262994.1,kazal-type serine protease inhibitor domain-containing protein 1 isoform X2 [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.060672449442946,33433.56600000003,5.863192182410423,18.0,-16.852302961259245,-40.98153906079173,24.129236099532488,-0.0473206800387199,-0.1150747349990154,0.0677540549602954,,,kazal-type serine protease inhibitor domain-containing protein 1 isoform x2,kazal type serine protease inhibitor domain containing protein 1 isoform x2,serine protease,serine protease,,,,,,
XP_027261034.1,ubiquitin carboxyl-terminal hydrolase MINDY-3 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.8992437156945887,23676.0389,1.4354066985645932,3.0,-13.64592298903712,-31.98731342305769,18.34139043402057,-0.0482292385927733,-0.1130538236410879,0.0648245850483146,,,ubiquitin carboxyl-terminal hydrolase mindy-3 isoform x4,ubiquitin carboxyl terminal hydrolase mindy 3 isoform x4,,,,,,ubiquitin,,ubiquitin
XP_027274005.1,actin-related protein 10 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8.788481286061227,46232.402300000016,2.3980815347721824,10.0,3.926149173587537,-45.98258246380185,49.90873163738938,0.0088821071712806,-0.1040261608507703,0.1129082680220509,,,actin-related protein 10,actin related protein 10,,,actin,,actin,,,
XP_027268157.1,E3 ubiquitin-protein ligase listerin isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.431260227979898,199207.01670000053,2.659875495189587,47.0,-12.170266760360263,-214.9076042844388,202.7373375240785,-0.0103978575376386,-0.1836096691309224,0.1732118115932837,,,e3 ubiquitin-protein ligase listerin isoform x2,e3 ubiquitin protein ligase listerin isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027266077.1,dynactin subunit 5 isoform X3 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.490198561333596,20112.283399999997,5.494505494505495,10.0,3.870800326927913,-17.994095068685905,21.864895395613814,0.0152524649370786,-0.0709037617363781,0.0861562266734567,,,dynactin subunit 5 isoform x3,dynactin subunit 5 isoform x3,,,actin,,actin,,,
XP_027253215.1,E3 ubiquitin-protein ligase TRIP12 isoform X13 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,9.524328245214404,223317.3509999996,1.683168316831683,34.0,31.146564909838062,-231.9026011409492,263.0491660507872,0.0246589945160731,-0.1835992182878406,0.2082582128039136,,,e3 ubiquitin-protein ligase trip12 isoform x13,e3 ubiquitin protein ligase trip12 isoform x13,,,,,,ubiquitin,,ubiquitin
XP_027244002.1,drebrin-like protein isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.348641758045769,48484.79940000009,1.6203703703703702,7.0,-23.308631146992308,-74.95742760612939,51.648796459137074,-0.0510849791124242,-0.1642824325217521,0.1131974534093278,,,drebrin-like protein isoform x2,drebrin like protein isoform x2,,,,,,drebrin,,
XP_027249395.1,ubiquitin carboxyl-terminal hydrolase MINDY-1 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.108826103202531,51490.75770000012,2.345415778251599,11.0,-30.74501248973298,-69.96405988409802,39.21904739436503,-0.0647344314865471,-0.1473111660826377,0.0825767345960905,,,ubiquitin carboxyl-terminal hydrolase mindy-1 isoform x2,ubiquitin carboxyl terminal hydrolase mindy 1 isoform x2,,,,,,ubiquitin,,ubiquitin
